[03.20 08:18:14] ┇ INFO    ┇           chrisbase.data ┇ Set random seed to 7
[03.20 08:18:14] ┇ INFO    ┇                     gner ┇ Convert data/GNER-QE/pile-ner-sampled-N19988-part1/*.jsonl[5] => data/GNER-QE/pile-ner-sampled-N19988-part1-quality_est-max_sampled=3.jsonl
[03.20 08:18:14] ┇ INFO    ┇           chrisbase.data ┇ =========================================================================================================================================
[03.20 08:18:14] ┇ INFO    ┇           chrisbase.data ┇ [INIT] python /raid/chrisjihee/proj/GNER/generate.py convert_to_qe_data data/GNER-QE/pile-ner-sampled-N19988-part1/*.jsonl
[03.20 08:18:14] ┇ INFO    ┇           chrisbase.data ┇ =========================================================================================================================================
[03.20 08:18:14] ┇ INFO    ┇                     gner ┇ [input_file] data/GNER-QE/pile-ner-sampled-N19988-part1/pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10.jsonl: #item=1000
[03.20 08:18:21] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   0%|                    |    1/1000 [0:00:06<1:49:18, 0.15Hz] | avg_combined=320, avg_sampled=73, max_f1=0.957
[03.20 08:19:11] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   1%|▏                   |   12/1000 [0:00:55<1:16:47, 0.21Hz] | avg_combined=211, avg_sampled=44, max_f1=0.899
[03.20 08:19:14] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   1%|▎                   |   13/1000 [0:00:59<1:15:33, 0.22Hz] | avg_combined=202, avg_sampled=43, max_f1=0.903
[03.20 08:19:17] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   1%|▎                   |   14/1000 [0:01:02<1:13:47, 0.22Hz] | avg_combined=195, avg_sampled=44, max_f1=0.910
[03.20 08:19:21] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▎                   |   15/1000 [0:01:06<1:13:05, 0.22Hz] | avg_combined=188, avg_sampled=42, max_f1=0.911
[03.20 08:19:24] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▎                   |   16/1000 [0:01:09<1:11:00, 0.23Hz] | avg_combined=183, avg_sampled=40, max_f1=0.906
[03.20 08:19:30] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▎                   |   17/1000 [0:01:14<1:12:13, 0.23Hz] | avg_combined=193, avg_sampled=41, max_f1=0.912
[03.20 08:19:35] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▎                   |   18/1000 [0:01:20<1:12:55, 0.22Hz] | avg_combined=200, avg_sampled=40, max_f1=0.913
[03.20 08:19:38] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   19/1000 [0:01:22<1:11:23, 0.23Hz] | avg_combined=200, avg_sampled=41, max_f1=0.915
[03.20 08:19:46] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   20/1000 [0:01:31<1:14:36, 0.22Hz] | avg_combined=201, avg_sampled=42, max_f1=0.923
[03.20 08:19:54] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   21/1000 [0:01:39<1:16:59, 0.21Hz] | avg_combined=202, avg_sampled=41, max_f1=0.928
[03.20 08:19:56] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   22/1000 [0:01:41<1:15:00, 0.22Hz] | avg_combined=200, avg_sampled=41, max_f1=0.930
[03.20 08:20:01] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   23/1000 [0:01:46<1:15:24, 0.22Hz] | avg_combined=198, avg_sampled=42, max_f1=0.934
[03.20 08:20:05] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▍                   |   24/1000 [0:01:50<1:14:41, 0.22Hz] | avg_combined=197, avg_sampled=41, max_f1=0.935
[03.20 08:20:07] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   2%|▌                   |   25/1000 [0:01:52<1:13:23, 0.22Hz] | avg_combined=194, avg_sampled=42, max_f1=0.937
[03.20 08:20:11] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   26/1000 [0:01:56<1:12:44, 0.22Hz] | avg_combined=189, avg_sampled=42, max_f1=0.937
[03.20 08:20:13] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   27/1000 [0:01:58<1:11:26, 0.23Hz] | avg_combined=185, avg_sampled=40, max_f1=0.933
[03.20 08:20:19] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   28/1000 [0:02:04<1:11:47, 0.23Hz] | avg_combined=182, avg_sampled=40, max_f1=0.929
[03.20 08:20:21] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   29/1000 [0:02:06<1:10:44, 0.23Hz] | avg_combined=179, avg_sampled=39, max_f1=0.930
[03.20 08:20:24] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   30/1000 [0:02:09<1:09:56, 0.23Hz] | avg_combined=175, avg_sampled=39, max_f1=0.932
[03.20 08:20:35] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▌                   |   31/1000 [0:02:19<1:12:55, 0.22Hz] | avg_combined=183, avg_sampled=40, max_f1=0.936
[03.20 08:20:37] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▋                   |   32/1000 [0:02:22<1:11:39, 0.23Hz] | avg_combined=180, avg_sampled=40, max_f1=0.937
[03.20 08:20:40] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▋                   |   33/1000 [0:02:25<1:10:57, 0.23Hz] | avg_combined=177, avg_sampled=40, max_f1=0.938
[03.20 08:20:44] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   3%|▋                   |   34/1000 [0:02:29<1:10:39, 0.23Hz] | avg_combined=174, avg_sampled=40, max_f1=0.936
[03.20 08:20:47] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▋                   |   35/1000 [0:02:32<1:09:56, 0.23Hz] | avg_combined=170, avg_sampled=40, max_f1=0.938
[03.20 08:20:50] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▋                   |   36/1000 [0:02:35<1:09:35, 0.23Hz] | avg_combined=169, avg_sampled=40, max_f1=0.941
[03.20 08:20:54] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▋                   |   37/1000 [0:02:39<1:09:00, 0.23Hz] | avg_combined=168, avg_sampled=40, max_f1=0.942
[03.20 08:20:57] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   38/1000 [0:02:42<1:08:40, 0.23Hz] | avg_combined=167, avg_sampled=39, max_f1=0.944
[03.20 08:21:00] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   39/1000 [0:02:45<1:07:51, 0.24Hz] | avg_combined=165, avg_sampled=38, max_f1=0.939
[03.20 08:21:03] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   40/1000 [0:02:48<1:07:28, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.939
[03.20 08:21:07] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   41/1000 [0:02:52<1:07:06, 0.24Hz] | avg_combined=162, avg_sampled=39, max_f1=0.933
[03.20 08:21:11] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   42/1000 [0:02:55<1:06:54, 0.24Hz] | avg_combined=162, avg_sampled=38, max_f1=0.934
[03.20 08:21:14] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▊                   |   43/1000 [0:02:59<1:06:38, 0.24Hz] | avg_combined=162, avg_sampled=38, max_f1=0.935
[03.20 08:21:17] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▉                   |   44/1000 [0:03:02<1:05:55, 0.24Hz] | avg_combined=161, avg_sampled=38, max_f1=0.936
[03.20 08:21:21] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   4%|▉                   |   45/1000 [0:03:06<1:06:00, 0.24Hz] | avg_combined=161, avg_sampled=38, max_f1=0.937
[03.20 08:21:25] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|▉                   |   46/1000 [0:03:10<1:05:40, 0.24Hz] | avg_combined=160, avg_sampled=38, max_f1=0.937
[03.20 08:21:29] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|▉                   |   47/1000 [0:03:14<1:05:35, 0.24Hz] | avg_combined=161, avg_sampled=38, max_f1=0.938
[03.20 08:21:37] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|▉                   |   49/1000 [0:03:22<1:05:31, 0.24Hz] | avg_combined=161, avg_sampled=38, max_f1=0.933
[03.20 08:21:43] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|█                   |   50/1000 [0:03:28<1:05:53, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.933
[03.20 08:21:46] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|█                   |   51/1000 [0:03:31<1:05:27, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.932
[03.20 08:21:49] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|█                   |   52/1000 [0:03:34<1:05:15, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.933
[03.20 08:21:53] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|█                   |   53/1000 [0:03:38<1:05:12, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.931
[03.20 08:21:56] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   5%|█                   |   54/1000 [0:03:41<1:04:38, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.933
[03.20 08:22:01] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█                   |   55/1000 [0:03:46<1:04:54, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.934
[03.20 08:22:08] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█                   |   56/1000 [0:03:53<1:05:39, 0.24Hz] | avg_combined=165, avg_sampled=39, max_f1=0.936
[03.20 08:22:11] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   57/1000 [0:03:56<1:05:13, 0.24Hz] | avg_combined=165, avg_sampled=39, max_f1=0.937
[03.20 08:22:17] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   58/1000 [0:04:02<1:05:32, 0.24Hz] | avg_combined=164, avg_sampled=39, max_f1=0.939
[03.20 08:22:20] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   59/1000 [0:04:05<1:05:15, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.940
[03.20 08:22:22] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   60/1000 [0:04:07<1:04:41, 0.24Hz] | avg_combined=162, avg_sampled=39, max_f1=0.941
[03.20 08:22:29] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   61/1000 [0:04:14<1:05:10, 0.24Hz] | avg_combined=162, avg_sampled=39, max_f1=0.939
[03.20 08:22:33] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▏                  |   62/1000 [0:04:18<1:05:12, 0.24Hz] | avg_combined=161, avg_sampled=39, max_f1=0.940
[03.20 08:22:36] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▎                  |   63/1000 [0:04:21<1:04:48, 0.24Hz] | avg_combined=160, avg_sampled=39, max_f1=0.940
[03.20 08:22:39] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▎                  |   64/1000 [0:04:24<1:03:54, 0.24Hz] | avg_combined=159, avg_sampled=39, max_f1=0.942
[03.20 08:22:41] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   6%|█▎                  |   65/1000 [0:04:26<1:01:37, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.942
[03.20 08:22:46] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▎                  |   66/1000 [0:04:31<1:01:56, 0.25Hz] | avg_combined=157, avg_sampled=39, max_f1=0.943
[03.20 08:22:49] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▎                  |   67/1000 [0:04:34<1:01:38, 0.25Hz] | avg_combined=157, avg_sampled=39, max_f1=0.942
[03.20 08:22:58] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▎                  |   68/1000 [0:04:43<1:02:50, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.944
[03.20 08:23:08] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   69/1000 [0:04:53<1:04:31, 0.24Hz] | avg_combined=161, avg_sampled=39, max_f1=0.935
[03.20 08:23:11] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   70/1000 [0:04:56<1:04:46, 0.24Hz] | avg_combined=162, avg_sampled=40, max_f1=0.936
[03.20 08:23:14] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   71/1000 [0:04:59<1:04:41, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.936
[03.20 08:23:19] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   72/1000 [0:05:04<1:04:19, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.937
[03.20 08:23:23] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   73/1000 [0:05:07<1:03:36, 0.24Hz] | avg_combined=164, avg_sampled=39, max_f1=0.937
[03.20 08:23:26] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   7%|█▍                  |   74/1000 [0:05:11<1:03:34, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.938
[03.20 08:23:29] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   75/1000 [0:05:14<1:03:09, 0.24Hz] | avg_combined=163, avg_sampled=39, max_f1=0.938
[03.20 08:23:31] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   76/1000 [0:05:16<1:02:48, 0.25Hz] | avg_combined=162, avg_sampled=39, max_f1=0.939
[03.20 08:23:35] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   77/1000 [0:05:20<1:02:55, 0.24Hz] | avg_combined=161, avg_sampled=39, max_f1=0.939
[03.20 08:23:39] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   78/1000 [0:05:24<1:02:50, 0.24Hz] | avg_combined=161, avg_sampled=39, max_f1=0.940
[03.20 08:23:42] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   79/1000 [0:05:27<1:02:57, 0.24Hz] | avg_combined=160, avg_sampled=39, max_f1=0.941
[03.20 08:23:48] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   80/1000 [0:05:33<1:02:54, 0.24Hz] | avg_combined=160, avg_sampled=39, max_f1=0.941
[03.20 08:23:51] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▌                  |   81/1000 [0:05:36<1:02:18, 0.25Hz] | avg_combined=159, avg_sampled=39, max_f1=0.942
[03.20 08:23:54] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▋                  |   82/1000 [0:05:39<1:02:14, 0.25Hz] | avg_combined=159, avg_sampled=39, max_f1=0.937
[03.20 08:23:57] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▋                  |   83/1000 [0:05:42<1:01:00, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.932
[03.20 08:24:02] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▋                  |   84/1000 [0:05:47<1:00:16, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.933
[03.20 08:24:07] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   8%|█▋                  |   85/1000 [0:05:52<1:00:54, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.932
[03.20 08:24:10] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▋                  |   86/1000 [0:05:55<1:00:08, 0.25Hz] | avg_combined=157, avg_sampled=39, max_f1=0.932
[03.20 08:24:15] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▋                  |   87/1000 [0:06:00<1:00:29, 0.25Hz] | avg_combined=158, avg_sampled=39, max_f1=0.931
[03.20 08:24:21] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▊                  |   88/1000 [0:06:06<1:01:04, 0.25Hz] | avg_combined=159, avg_sampled=39, max_f1=0.932
[03.20 08:24:23] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▊                  |   89/1000 [0:06:08<1:00:50, 0.25Hz] | avg_combined=160, avg_sampled=39, max_f1=0.933
[03.20 08:24:32] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▊                  |   90/1000 [0:06:17<1:02:12, 0.24Hz] | avg_combined=161, avg_sampled=40, max_f1=0.935
[03.20 08:24:36] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▊                  |   91/1000 [0:06:21<1:01:50, 0.24Hz] | avg_combined=161, avg_sampled=40, max_f1=0.934
[03.20 08:24:39] ┇ INFO    ┇                     gner ┇   - Converting pile-ner-sampled-N19988-from-00000-to-01000-hybrid_gen-by_beam-amount=5x10:   9%|█▊                  |   92/1000 [0:06:24<1:01:56, 0.24Hz] | avg_combined=163, avg_sampled=40, max_f1=0.934
